female	isei	w_fstuwt	wnrschbw	high_school	college	one_for	both_for	test_lang	pass_read	id_school	wvarstr
1	54	515.0528	36.22	1	0	0	0	1	1	36	36
1	69	515.0528	36.22	0	1	0	0	1	1	36	36
0	30	515.0528	36.22	1	0	0	0	1	0	36	36
1	38	1014.344	84.47	1	0	0	0	1	1	37	36
0	65	1014.344	84.47	0	1	1	0	1	0	37	36
0	56	1014.344	84.47	0	1	0	0	1	1	37	36
0	68	1014.344	84.47	0	1	0	0	1	0	37	36
1	51	1014.344	84.47	0	1	0	1	1	1	37	36
1	67	1183.401	84.47	0	1	0	1	0	0	37	36
0	56	1183.401	84.47	0	1	0	0	1	1	37	36
1	41	1014.344	84.47	0	1	0	0	1	1	37	36
0	34	1183.401	84.47	0	1	0	0	1	1	37	36
0	61	1014.344	84.47	0	1	0	0	1	0	37	36
1	50	1183.401	84.47	1	0	0	0	1	0	37	36
0	69	1014.344	84.47	0	1	0	0	1	1	37	36
1	56	1014.344	84.47	0	1	0	0	1	1	37	36
0	69	1014.344	84.47	0	1	0	0	1	1	37	36
1	69	1014.344	84.47	0	1	0	0	1	1	37	36
0	69	1014.344	84.47	0	1	0	0	1	0	37	36
1	69	1014.344	84.47	0	1	0	0	1	1	37	36
0	40	1183.401	84.47	0	1	0	0	1	0	37	36
1	42	1014.344	84.47	1	0	0	0	1	1	37	36
1	69	1014.344	84.47	0	1	0	0	1	1	37	36
1	69	1014.344	84.47	0	1	0	0	0	1	37	36
0	69	1183.401	84.47	0	1	0	0	1	1	37	36
1	44	1125.417	955.42	0	1	0	0	1	1	38	38
0	69	1125.417	955.42	0	1	0	0	1	0	38	38
1	71	1125.417	955.42	0	1	0	0	1	0	38	38
1	33	1275.356	955.42	0	1	0	0	1	0	38	38
1	23	1275.356	955.42	1	0	0	0	1	1	38	38
1	69	1125.417	955.42	0	1	0	0	1	1	38	38
1	69	1125.417	955.42	0	1	0	0	1	1	38	38
0	71	1125.417	955.42	0	1	0	0	1	1	38	38
1	68	1125.417	955.42	0	1	0	0	1	0	38	38
0	71	1125.417	955.42	0	1	0	0	1	1	38	38
1	70	1275.356	955.42	0	1	0	0	1	1	38	38
1	30	1275.356	955.42	0	1	0	0	1	1	38	38
1	69	1125.417	955.42	0	1	0	0	1	1	38	38
0	56	1275.356	955.42	0	1	0	0	1	1	38	38
0	85	1125.417	955.42	0	1	0	0	1	1	38	38
0	40	1275.356	955.42	0	1	0	0	1	1	38	38
1	66	1275.356	955.42	0	1	0	0	1	1	38	38
1	68	1125.417	955.42	0	1	0	0	1	1	38	38
1	69	1125.417	955.42	1	0	0	0	1	0	38	38
0	56	1125.417	955.42	1	0	0	0	1	1	38	38
0	56	1275.356	955.42	0	1	0	0	1	1	38	38
1	30	1275.356	955.42	1	0	0	0	1	1	38	38
1	70	1125.417	955.42	0	1	0	0	1	1	38	38
1	30	443.7378	72.45	1	0	0	0	1	0	39	38
1	69	443.7378	72.45	0	1	0	0	1	1	39	38
0	59	443.7378	72.45	0	1	0	0	1	0	39	38
1	29	443.7378	72.45	1	0	0	0	1	1	39	38
1	67	443.7378	72.45	1	0	0	0	1	1	39	38
0	29	443.7378	72.45	1	0	0	0	1	0	39	38
1	29	443.7378	72.45	0	1	0	0	1	0	39	38
0	59	443.7378	72.45	1	0	0	0	1	0	39	38
0	34	443.7378	72.45	0	1	0	0	1	0	39	38
1	29	443.7378	72.45	0	0	0	0	1	0	39	38
0	59	443.7378	72.45	1	0	0	0	1	1	39	38
1	32	443.7378	72.45	1	0	0	0	1	1	39	38
0	34	443.7378	72.45	1	0	0	0	1	1	39	38
0	34	443.7378	72.45	0	0	0	0	1	0	39	38
1	46	443.7378	72.45	1	0	1	0	1	1	39	38
1	40	443.7378	72.45	1	0	0	0	1	0	39	38
0	35	443.7378	72.45	1	0	0	0	1	1	39	38
1	33	443.7378	72.45	1	0	0	0	1	1	39	38
0	37	443.7378	72.45	0	1	0	0	1	0	39	38
0	43	443.7378	72.45	1	0	0	0	1	0	39	38
1	25	443.7378	72.45	0	1	0	0	1	1	39	38
1	38	443.7378	72.45	1	0	0	0	1	1	39	38
0	69	443.7378	72.45	0	1	0	0	1	0	39	38
0	51	443.7378	72.45	0	1	0	0	1	0	39	38
1	49	443.7378	72.45	0	1	0	0	1	1	39	38
0	30	1019.487	82.8	0	1	0	0	1	0	40	38
1	69	868.7578	82.8	0	1	0	0	1	0	40	38
1	34	868.7578	82.8	0	1	0	0	1	0	40	38
1	30	868.7578	82.8	1	0	0	0	1	0	40	38
0	37	868.7578	82.8	0	1	0	0	1	1	40	38
1	22	868.7578	82.8	0	1	0	0	1	0	40	38
0	68	868.7578	82.8	0	1	0	0	1	0	40	38
1	43	868.7578	82.8	0	1	0	0	1	0	40	38
0	43	731.1315	222.91	0	1	0	0	1	0	41	39
1	68	731.1315	222.91	0	1	1	0	1	1	41	39
0	69	731.1315	222.91	0	1	0	0	1	1	41	39
1	52	731.1315	222.91	1	0	0	0	1	0	41	39
1	39	731.1315	222.91	1	0	0	0	1	1	41	39
1	24	731.1315	222.91	0	1	0	0	1	0	41	39
1	68	731.1315	222.91	0	1	0	0	1	1	41	39
0	51	857.9826	222.91	0	1	0	0	1	0	41	39
1	33	731.1315	222.91	0	1	1	0	1	1	41	39
0	32	731.1315	222.91	1	0	0	0	1	0	41	39
1	69	857.9826	222.91	0	1	0	0	1	1	41	39
1	29	857.9826	222.91	0	0	0	0	1	0	41	39
1	43	857.9826	222.91	0	1	0	0	1	0	41	39
0	56	857.9826	222.91	0	1	0	0	1	0	41	39
0	77	731.1315	222.91	0	1	0	0	1	0	41	39
0	25	731.1315	222.91	0	1	0	0	1	1	41	39
0	77	857.9826	222.91	0	1	0	0	1	1	41	39
0	34	857.9826	222.91	1	0	0	0	1	0	41	39
0	77	731.1315	222.91	0	1	0	0	1	1	41	39
0	70	1547.117	191.23	0	1	0	0	1	0	42	39
1	30	1326.101	191.23	1	0	0	0	1	1	42	39
1	43	1547.117	191.23	0	1	0	0	1	1	42	39
1	56	1326.101	191.23	0	0	0	0	1	0	42	39
1	41	1547.117	191.23	1	0	0	0	1	1	42	39
0	30	1326.101	191.23	1	0	0	0	1	0	42	39
0	69	1547.117	191.23	0	1	0	0	1	0	42	39
1	59	1326.101	191.23	0	1	1	0	1	1	42	39
1	33	1547.117	191.23	0	1	0	0	1	1	42	39
1	69	1326.101	191.23	1	0	0	0	1	0	42	39
0	43	1326.101	191.23	0	1	0	0	1	0	42	39
0	55	1326.101	191.23	1	0	0	0	1	0	42	39
0	69	1563.747	113.81	0	1	0	0	1	0	43	39
1	43	1824.371	113.81	1	0	0	0	1	0	43	39
1	16	1824.371	113.81	0	1	1	0	1	0	43	39
1	74	1824.371	113.81	0	1	0	0	1	1	43	39
0	85	1563.747	113.81	0	1	0	0	1	0	43	39
0	56	1563.747	113.81	0	1	0	0	1	0	43	39
0	53	1824.371	113.81	0	1	1	0	1	0	43	39
0	56	1824.371	113.81	0	1	0	0	1	1	43	39
1	43	1563.747	113.81	0	1	0	0	1	1	43	39
0	59	1824.371	113.81	0	1	0	0	1	0	43	39
0	70	1824.371	113.81	0	1	0	0	1	0	43	39
0	54	1824.371	113.81	0	1	0	0	1	1	43	39
1	19	1824.371	113.81	1	0	0	0	1	0	43	39
0	85	1824.371	113.81	0	1	0	0	1	1	43	39
1	43	783.9208	73.72	0	1	0	0	1	1	44	39
1	71	783.9208	73.72	0	1	0	0	1	1	44	39
1	56	783.9208	73.72	0	1	0	0	1	1	44	39
0	66	783.9208	73.72	0	1	0	0	1	0	44	39
1	74	783.9208	73.72	0	1	0	0	1	1	44	39
0	38	783.9208	73.72	0	1	1	0	1	0	44	39
0	88	783.9208	73.72	0	1	0	0	1	1	44	39
1	54	783.9208	73.72	0	1	0	0	1	1	44	39
1	40	783.9208	73.72	0	1	0	0	1	0	44	39
1	50	783.9208	73.72	0	1	0	0	1	0	44	39
1	56	783.9208	73.72	1	0	0	0	1	0	44	39
0	58	783.9208	73.72	0	1	0	0	1	0	44	39
1	68	783.9208	73.72	0	1	0	1	0	1	44	39
0	56	783.9208	73.72	0	1	0	0	1	1	44	39
1	66	783.9208	73.72	0	1	0	0	1	1	44	39
1	74	783.9208	73.72	0	1	0	0	1	1	44	39
1	69	783.9208	73.72	0	1	0	0	1	0	44	39
1	23	783.9208	73.72	1	0	0	0	1	1	44	39
1	67	783.9208	73.72	0	1	0	0	1	1	44	39
0	56	783.9208	73.72	0	1	0	0	1	1	44	39
1	43	783.9208	73.72	0	1	0	0	1	0	44	39
0	59	783.9208	73.72	0	1	0	0	1	1	44	39
1	67	783.9208	73.72	0	1	0	0	1	1	44	39
0	30	574.3975	99.93	1	0	0	0	1	0	45	37
1	19	674.0552	99.93	0	1	0	0	1	0	45	37
0	29	674.0552	99.93	0	1	0	0	1	0	45	37
1	39	574.3975	99.93	0	1	0	0	1	0	45	37
0	30	574.3975	99.93	1	0	0	0	1	1	45	37
1	29	574.3975	99.93	0	1	0	0	1	0	45	37
1	40	574.3975	99.93	0	1	0	0	1	1	45	37
0	29	574.3975	99.93	0	1	0	0	1	0	45	37
0	30	674.0552	99.93	0	1	0	0	1	0	45	37
1	67	574.3975	99.93	0	1	0	0	1	1	45	37
0	67	674.0552	99.93	0	1	0	0	1	0	45	37
1	34	574.3975	99.93	1	0	0	0	1	0	45	37
1	43	574.3975	99.93	0	1	0	0	1	1	45	37
1	41	585.0785	362.23	1	0	0	0	1	0	46	39
0	23	686.5894	362.23	1	0	0	0	1	0	46	39
0	66	686.5894	362.23	0	1	0	0	1	0	46	39
0	34	585.0785	362.23	1	0	0	0	1	0	46	39
1	34	585.0785	362.23	1	0	0	0	1	0	46	39
1	40	585.0785	362.23	1	0	0	0	1	0	46	39
0	66	585.0785	362.23	0	1	0	0	1	1	46	39
0	21	585.0785	362.23	1	0	0	0	1	1	46	39
0	50	585.0785	362.23	1	0	1	0	1	0	46	39
1	34	585.0785	362.23	1	0	0	0	1	0	46	39
1	26	585.0785	362.23	0	0	0	0	1	1	46	39
0	45	686.5894	362.23	1	0	0	0	1	0	46	39
0	59	585.0785	362.23	0	1	0	0	0	1	46	39
0	43	585.0785	362.23	1	0	0	0	1	0	46	39
1	34	585.0785	362.23	1	0	0	0	1	0	46	39
1	43	686.5894	362.23	0	1	0	0	1	0	46	39
1	67	585.0785	362.23	1	0	0	0	1	0	46	39
1	31	686.5894	362.23	1	0	0	0	1	1	46	39
1	21	585.0785	362.23	0	0	0	0	1	0	46	39
0	30	585.0785	362.23	1	0	0	0	1	0	46	39
1	90	737.735	190.02	0	1	0	0	1	1	47	39
0	49	737.735	190.02	0	1	0	0	1	0	47	39
1	67	628.6623	190.02	0	1	0	0	1	0	47	39
1	33	628.6623	190.02	1	0	0	0	1	0	47	39
1	56	628.6623	190.02	0	1	1	0	1	0	47	39
0	50	628.6623	190.02	1	0	0	0	1	0	47	39
0	30	628.6623	190.02	1	0	0	0	1	0	47	39
1	46	628.6623	190.02	0	1	0	0	1	0	47	39
0	34	628.6623	190.02	0	1	0	0	1	1	47	39
0	71	628.6623	190.02	0	1	0	0	1	0	47	39
1	33	737.735	190.02	1	0	0	0	1	1	47	39
0	40	737.735	190.02	0	1	0	0	1	0	47	39
1	33	628.6623	190.02	0	1	0	0	1	1	47	39
1	29	628.6623	190.02	1	0	0	0	1	0	47	39
1	67	737.735	190.02	0	1	0	0	1	0	47	39
0	32	765.2116	120.12	0	1	0	0	1	0	48	39
0	43	652.0765	120.12	0	1	0	0	1	0	48	39
0	71	652.0765	120.12	0	1	0	0	1	0	48	39
0	60	652.0765	120.12	0	1	0	0	1	1	48	39
0	69	652.0765	120.12	0	1	0	0	1	0	48	39
0	34	652.0765	120.12	1	0	0	0	1	1	48	39
1	33	652.0765	120.12	0	1	0	0	1	0	48	39
1	64	652.0765	120.12	0	1	0	0	1	1	48	39
1	69	765.2116	120.12	0	1	0	1	1	1	48	39
0	55	652.0765	120.12	1	0	0	0	1	0	48	39
0	56	652.0765	120.12	0	1	0	0	1	0	48	39
1	88	652.0765	120.12	0	1	1	0	1	1	48	39
0	59	652.0765	120.12	1	0	0	0	1	0	48	39
0	69	652.0765	120.12	0	1	0	0	1	1	48	39
0	16	652.0765	120.12	1	0	0	0	1	0	48	39
1	34	652.0765	120.12	1	0	0	0	1	0	48	39
0	71	652.0765	120.12	1	0	0	0	1	1	48	39
0	45	765.2116	120.12	0	1	0	0	1	0	48	39
1	68	1245.23	499.36	0	1	0	0	1	1	49	39
1	53	1245.23	499.36	0	1	0	0	1	1	49	39
0	69	1452.768	499.36	0	1	0	0	1	0	49	39
0	29	1452.768	499.36	1	0	0	0	1	0	49	39
0	34	1452.768	499.36	0	1	0	0	1	0	49	39
1	40	1452.768	499.36	1	0	0	0	1	0	49	39
1	33	1245.23	499.36	0	1	0	0	1	0	49	39
1	31	1245.23	499.36	1	0	0	0	1	0	49	39
0	27	1245.23	499.36	0	1	0	0	1	0	49	39
0	37	1245.23	499.36	1	0	0	0	1	0	49	39
0	52	1452.768	499.36	0	1	0	0	1	0	49	39
1	23	1245.23	499.36	1	0	0	0	1	0	49	39
1	32	1452.768	499.36	0	1	0	0	1	0	49	39
0	28	1245.23	499.36	1	0	0	0	1	0	49	39
1	59	1452.768	499.36	0	1	0	0	1	0	49	39
1	39	1245.23	499.36	0	1	0	0	1	1	49	39
1	22	1452.768	499.36	0	0	0	0	1	0	49	39
1	30	1245.23	499.36	0	0	0	0	1	0	49	39
1	34	1245.23	499.36	0	1	0	0	1	0	49	39
1	59	1245.23	499.36	0	1	0	0	1	1	49	39
0	28	853.7155	207.67	1	0	0	0	1	0	50	46
1	34	1013.208	207.67	1	0	0	0	1	0	50	46
1	39	853.7155	207.67	0	1	0	0	1	1	50	46
0	67	1013.208	207.67	0	1	0	0	1	0	50	46
1	88	853.7155	207.67	0	1	0	0	1	1	50	46
1	34	1013.208	207.67	1	0	0	0	1	0	50	46
1	59	853.7155	207.67	1	0	0	0	1	0	50	46
1	67	853.7155	207.67	1	0	0	0	1	1	50	46
0	30	853.7155	207.67	1	0	0	0	1	0	50	46
1	69	1013.208	207.67	0	1	0	0	1	1	50	46
0	23	1013.208	207.67	1	0	0	0	1	0	50	46
1	29	853.7155	207.67	0	1	0	0	1	0	50	46
1	23	853.7155	207.67	1	0	0	0	1	1	50	46
1	34	853.7155	207.67	0	1	0	0	1	1	50	46
0	28	1013.208	207.67	0	1	0	0	1	0	50	46
1	69	853.7155	207.67	1	0	0	0	1	1	50	46
0	54	853.7155	207.67	1	0	0	0	1	0	50	46
1	29	853.7155	207.67	1	0	0	0	1	0	50	46
1	34	853.7155	207.67	0	0	0	0	1	1	50	46
1	21	853.7155	207.67	0	1	0	0	1	0	50	46
0	24	853.7155	207.67	0	1	0	0	1	0	50	46
1	28	3858.783	3352.32	1	0	0	0	1	0	51	46
0	34	3858.783	3352.32	0	1	0	0	1	0	51	46
0	67	3858.783	3352.32	0	1	0	0	1	0	51	46
0	26	3354.005	2913.79	1	0	0	0	1	0	52	45
0	30	1082.088	252.87	0	1	0	0	1	1	53	47
1	83	1082.088	252.87	0	1	0	0	1	1	53	47
1	23	1082.088	252.87	1	0	0	0	1	0	53	47
1	34	1082.088	252.87	1	0	0	0	1	0	53	47
1	56	1082.088	252.87	0	1	0	0	1	0	53	47
0	21	1082.088	252.87	0	1	0	0	1	1	53	47
0	87	1082.088	252.87	0	1	0	0	1	0	53	47
0	34	1082.088	252.87	1	0	0	0	1	0	53	47
0	23	1082.088	252.87	1	0	0	0	1	0	53	47
0	37	1082.088	252.87	0	1	0	0	1	0	53	47
0	28	1082.088	252.87	0	1	0	0	1	0	53	47
0	28	1082.088	252.87	1	0	0	0	1	0	53	47
0	56	911.7527	252.87	0	1	0	0	0	1	53	47
1	28	911.7527	252.87	1	0	0	0	1	1	53	47
1	28	1082.088	252.87	1	0	0	0	1	0	53	47
1	59	911.7527	252.87	0	1	0	0	1	0	53	47
0	23	911.7527	252.87	1	0	0	0	1	0	53	47
0	34	911.7527	252.87	1	0	0	0	1	0	53	47
1	53	1082.088	252.87	1	0	0	0	1	0	53	47
1	33	911.7527	252.87	0	1	0	0	1	1	53	47
0	32	911.7527	252.87	1	0	0	0	1	0	53	47
0	19	557.7357	465.51	0	1	0	0	1	0	54	45
1	51	557.7357	465.51	1	0	0	0	1	1	54	45
1	30	492.1651	465.51	1	0	0	0	1	0	54	45
0	87	557.7357	465.51	0	1	0	0	1	1	54	45
0	33	557.7357	465.51	1	0	0	0	1	0	54	45
0	37	557.7357	465.51	0	1	0	0	1	0	54	45
1	88	557.7357	465.51	0	1	0	0	1	1	54	45
1	25	492.1651	465.51	1	0	0	0	1	1	54	45
1	38	557.7357	465.51	1	0	0	0	1	0	54	45
0	69	557.7357	465.51	0	1	0	1	0	0	54	45
1	70	557.7357	465.51	1	0	0	0	1	0	54	45
0	39	557.7357	465.51	0	1	0	0	1	0	54	45
1	69	557.7357	465.51	0	1	0	0	1	1	54	45
1	29	492.1651	465.51	1	0	0	0	1	0	54	45
1	56	557.7357	465.51	0	1	0	0	1	1	54	45
0	87	492.1651	465.51	0	1	0	0	1	1	54	45
1	50	492.1651	465.51	0	1	0	0	1	1	54	45
1	69	557.7357	465.51	0	1	0	0	1	0	54	45
0	69	557.7357	465.51	0	1	0	0	1	0	54	45
0	56	557.7357	465.51	0	1	0	0	1	0	54	45
0	51	557.7357	465.51	0	1	0	0	1	0	54	45
1	51	492.1651	465.51	0	1	0	0	1	0	54	45
1	33	838.0799	838.08	0	1	0	0	1	0	55	45
1	43	994.6511	838.08	0	1	0	0	1	0	55	45
1	37	994.6511	838.08	0	0	0	0	1	0	55	45
1	23	994.6511	838.08	0	0	0	0	1	1	55	45
0	30	994.6511	838.08	1	0	0	0	1	0	55	45
1	28	994.6511	838.08	0	1	0	0	1	0	55	45
0	43	994.6511	838.08	0	1	0	0	1	0	55	45
1	27	838.0799	838.08	1	0	0	0	1	0	55	45
1	28	838.0799	838.08	0	1	0	0	1	0	55	45
0	30	994.6511	838.08	0	1	0	0	1	1	55	45
0	24	838.0799	838.08	0	1	0	0	1	0	55	45
1	34	838.0799	838.08	0	1	0	0	1	0	55	45
0	28	994.6511	838.08	0	1	0	0	1	0	55	45
0	28	994.6511	838.08	0	1	0	0	1	0	55	45
0	21	838.0799	838.08	0	1	0	0	0	0	55	45
1	28	838.0799	838.08	0	1	0	0	1	1	55	45
0	28	838.0799	838.08	1	0	0	0	1	1	55	45
1	31	994.6511	838.08	1	0	0	0	1	0	55	45
1	28	838.0799	838.08	1	0	0	0	1	1	55	45
1	23	703.0638	88.74	1	0	0	0	1	1	56	45
0	30	703.0638	88.74	1	0	0	0	1	0	56	45
1	69	834.4111	88.74	0	1	0	0	1	0	56	45
0	43	834.4111	88.74	0	1	0	0	1	0	56	45
0	77	834.4111	88.74	1	0	0	0	1	0	56	45
0	56	834.4111	88.74	0	1	0	0	1	0	56	45
0	50	834.4111	88.74	0	1	0	0	1	0	56	45
1	33	703.0638	88.74	0	1	0	0	1	0	56	45
1	66	703.0638	88.74	0	1	0	0	1	0	56	45
0	23	703.0638	88.74	1	0	0	0	1	0	56	45
1	88	703.0638	88.74	0	1	0	1	1	1	56	45
0	56	703.0638	88.74	0	1	0	0	1	1	56	45
1	40	834.4111	88.74	1	0	0	0	1	1	56	45
1	29	834.4111	88.74	0	0	0	0	1	0	56	45
1	49	703.0638	88.74	0	1	0	0	1	0	56	45
0	28	834.4111	88.74	0	1	0	0	1	1	56	45
0	49	703.0638	88.74	0	1	0	0	1	0	56	45
1	32	703.0638	88.74	0	1	0	0	1	1	56	45
1	28	981.2644	362.13	0	1	0	0	1	0	57	47
1	26	981.2644	362.13	1	0	0	0	1	0	57	47
0	21	981.2644	362.13	1	0	0	0	1	0	57	47
1	59	981.2644	362.13	0	1	0	0	1	0	57	47
1	46	981.2644	362.13	1	0	0	0	1	1	57	47
0	30	981.2644	362.13	1	0	0	0	1	0	57	47
1	26	981.2644	362.13	0	1	0	0	1	0	57	47
1	36	981.2644	362.13	1	0	0	0	1	1	57	47
1	23	981.2644	362.13	1	0	0	0	1	0	57	47
0	30	981.2644	362.13	1	0	0	0	1	1	57	47
1	30	981.2644	362.13	0	1	0	0	1	1	57	47
1	33	981.2644	362.13	0	1	0	0	1	0	57	47
1	29	981.2644	362.13	0	1	0	0	1	0	57	47
1	34	981.2644	362.13	1	0	0	0	1	1	57	47
1	19	981.2644	362.13	0	0	0	0	1	0	57	47
0	29	1267.722	182.34	0	1	0	0	1	0	58	47
1	51	1267.722	182.34	0	1	0	0	1	1	58	47
0	31	1068.166	182.34	0	1	0	0	1	0	58	47
0	32	1267.722	182.34	0	1	0	0	1	0	58	47
1	49	1267.722	182.34	0	1	0	0	1	0	58	47
0	83	1267.722	182.34	0	1	0	0	1	0	58	47
1	34	1068.166	182.34	0	1	0	0	1	1	58	47
1	53	1068.166	182.34	0	1	0	0	1	0	58	47
1	40	1267.722	182.34	0	1	0	0	1	0	58	47
0	51	1267.722	182.34	1	0	0	0	1	0	58	47
1	29	1068.166	182.34	1	0	0	0	1	0	58	47
1	21	1267.722	182.34	0	1	0	0	1	1	58	47
1	34	1068.166	182.34	0	1	0	0	1	0	58	47
0	50	1068.166	182.34	0	1	0	0	1	1	58	47
1	37	1267.722	182.34	0	1	0	0	1	0	58	47
1	56	1068.166	182.34	0	1	0	0	1	0	58	47
0	22	1267.722	182.34	1	0	0	0	1	0	58	47
1	67	1068.166	182.34	0	1	0	0	1	0	58	47
0	34	1068.166	182.34	0	1	0	0	1	1	58	47
0	38	1068.166	182.34	1	0	0	0	1	0	58	47
0	69	1267.722	182.34	1	0	0	0	1	0	58	47
0	43	1079.879	56.66	0	1	0	1	1	0	59	12
1	30	1234.148	56.66	0	0	0	1	1	0	59	12
1	29	1079.879	56.66	0	0	0	1	0	0	59	12
1	45	830.9571	42.26	1	0	0	0	1	0	60	13
1	49	830.9571	42.26	0	1	1	0	1	0	60	13
1	56	830.9571	42.26	1	0	0	0	1	0	60	13
0	38	830.9571	42.26	1	0	0	0	1	0	60	13
0	29	949.6653	42.26	0	1	0	0	1	0	60	13
1	59	830.9571	42.26	1	0	0	0	1	1	60	13
1	77	830.9571	42.26	0	1	0	0	1	0	60	13
0	53	949.6653	42.26	0	1	0	0	1	0	60	13
0	58	949.6653	42.26	1	0	0	0	1	1	60	13
0	71	830.9571	42.26	0	1	0	0	1	0	60	13
1	40	949.6653	42.26	0	1	0	0	1	0	60	13
0	34	830.9571	42.26	1	0	0	0	1	0	60	13
0	69	949.6653	42.26	0	1	0	0	1	0	60	13
0	23	949.6653	42.26	1	0	1	0	1	0	60	13
0	30	830.9571	42.26	1	0	0	1	1	0	60	13
0	66	830.9571	42.26	1	0	0	1	1	1	60	13
1	30	830.9571	42.26	0	1	0	0	1	0	60	13
1	49	949.6653	42.26	0	1	0	0	1	1	60	13
1	33	528.7475	31.44	1	0	0	0	1	1	61	13
0	51	528.7475	31.44	0	1	0	0	1	0	61	13
1	65	528.7475	31.44	0	1	0	1	1	1	61	13
0	59	528.7475	31.44	0	1	0	0	1	1	61	13
1	34	604.2829	31.44	1	0	1	0	1	0	61	13
0	23	604.2829	31.44	1	0	0	0	1	1	61	13
1	43	528.7475	31.44	1	0	0	0	1	0	61	13
1	34	604.2829	31.44	1	0	0	0	1	0	61	13
0	53	528.7475	31.44	0	1	0	0	1	0	61	13
0	16	528.7475	31.44	0	0	0	1	1	0	61	13
1	54	604.2829	31.44	0	1	0	0	1	0	61	13
0	65	493.9425	409.45	1	0	0	0	1	0	62	14
0	29	493.9425	409.45	0	1	0	0	1	0	62	14
1	30	493.9425	409.45	1	0	0	0	1	0	62	14
1	21	493.9425	409.45	0	1	0	1	1	0	62	14
1	50	493.9425	409.45	0	1	0	0	1	0	62	14
0	51	493.9425	409.45	1	0	0	0	1	0	62	14
0	30	919.7956	190.37	1	0	0	0	1	0	64	30
0	45	919.7956	190.37	1	0	0	0	1	0	64	30
1	67	919.7956	190.37	0	1	0	0	1	1	64	30
1	33	919.7956	190.37	1	0	0	0	1	1	64	30
0	67	919.7956	190.37	0	1	0	0	1	1	64	30
1	43	919.7956	190.37	0	1	0	0	1	1	64	30
1	71	919.7956	190.37	1	0	0	0	1	0	64	30
1	16	919.7956	190.37	1	0	0	1	0	0	64	30
1	71	919.7956	190.37	0	1	0	1	0	1	64	30
1	23	919.7956	190.37	1	0	0	0	1	0	64	30
1	56	919.7956	190.37	0	1	0	0	1	0	64	30
0	49	919.7956	190.37	0	1	0	0	1	0	64	30
0	71	919.7956	190.37	1	0	0	0	1	0	64	30
0	59	919.7956	190.37	1	0	0	0	1	0	64	30
1	68	919.7956	190.37	0	1	0	0	1	0	64	30
1	24	1057.213	63	0	1	0	0	1	1	65	31
0	33	1295.939	63	0	1	0	0	1	0	65	31
0	69	1057.213	63	1	0	0	0	1	0	65	31
1	29	1295.939	63	1	0	0	0	1	0	65	31
1	49	1057.213	63	1	0	0	0	1	1	65	31
0	70	1295.939	63	0	1	0	0	1	1	65	31
1	56	1057.213	63	0	1	0	0	1	0	65	31
1	31	1295.939	63	0	1	1	0	1	1	65	31
1	23	1295.939	63	0	1	0	0	1	0	65	31
0	53	1057.213	63	1	0	0	0	1	1	65	31
1	85	1057.213	63	0	1	0	1	1	1	65	31
0	67	1295.939	63	0	1	0	0	1	0	65	31
1	70	1295.939	63	0	1	0	0	1	0	65	31
0	68	1057.213	63	0	1	0	0	1	1	65	31
0	30	1057.213	63	1	0	0	0	1	0	65	31
1	51	1126.98	114.29	0	1	1	0	1	1	66	33
1	69	1126.98	114.29	1	0	0	0	1	0	66	33
1	88	1277.126	114.29	0	1	0	0	1	0	66	33
0	67	1126.98	114.29	0	1	0	0	1	1	66	33
0	39	1277.126	114.29	1	0	0	0	1	0	66	33
1	56	1126.98	114.29	0	1	0	0	1	1	66	33
1	69	1126.98	114.29	0	1	0	0	1	1	66	33
0	43	1126.98	114.29	0	1	0	1	1	0	66	33
0	43	1126.98	114.29	0	1	0	0	1	1	66	33
0	33	1126.98	114.29	0	1	0	0	1	1	66	33
1	70	1126.98	114.29	0	1	0	0	1	1	66	33
0	70	1126.98	114.29	0	1	0	0	1	1	66	33
1	85	1277.126	114.29	0	1	0	0	1	0	66	33
1	56	1126.98	114.29	0	1	0	0	1	1	66	33
0	71	1277.126	114.29	1	0	0	0	1	0	66	33
1	56	1277.126	114.29	0	1	1	0	1	0	66	33
0	40	1277.126	114.29	0	1	0	0	1	0	66	33
0	69	1126.98	114.29	0	1	0	0	1	0	66	33
0	88	1277.126	114.29	0	1	0	0	1	1	66	33
0	70	1126.98	114.29	0	1	0	0	1	0	66	33
0	77	1277.126	114.29	0	1	0	0	1	1	66	33
1	69	1126.98	114.29	0	1	0	0	1	1	66	33
1	49	1126.98	114.29	0	1	0	0	1	0	66	33
1	66	1126.98	114.29	0	1	0	0	1	1	66	33
1	29	801.0261	175.22	0	1	0	0	1	0	67	33
1	40	801.0261	175.22	1	0	0	0	1	0	67	33
1	71	801.0261	175.22	0	1	0	0	1	0	67	33
0	29	801.0261	175.22	1	0	0	0	1	0	67	33
0	38	801.0261	175.22	0	1	0	0	1	0	67	33
1	71	801.0261	175.22	0	1	0	0	1	1	67	33
0	54	801.0261	175.22	1	0	0	0	1	1	67	33
1	71	801.0261	175.22	1	0	0	0	1	1	67	33
0	29	801.0261	175.22	0	1	0	0	1	1	67	33
0	69	801.0261	175.22	0	1	0	0	1	0	67	33
1	30	801.0261	175.22	1	0	0	0	1	0	67	33
1	58	801.0261	175.22	0	1	0	0	1	0	67	33
1	70	801.0261	175.22	0	1	0	0	1	1	67	33
